,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-05-13,SH600000,-0.0006252526919327307,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260513_17,3e58899130b5439f89726bf87c1e6cbb,0.013,,,
1,2026-05-13,SZ300866,0.12450271302157949,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
2,2026-05-13,SZ300896,0.10186678051212583,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
3,2026-05-13,SZ300979,-0.09235844945067806,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
4,2026-05-13,SZ300999,-0.04406655809568442,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
5,2026-05-13,SZ301236,0.09425373344398869,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
6,2026-05-13,SZ301269,0.16551369739545876,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
7,2026-05-13,SZ302132,-0.06982189674081171,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
8,2026-05-13,SH600000,-0.012702041305601597,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
9,2026-05-13,SH600009,-0.029896140098571777,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
10,2026-05-13,SH600010,-0.05240534991025925,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
11,2026-05-13,SH600011,0.01943126879632473,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
12,2026-05-13,SZ300832,0.011543535788105793,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260513_15,9c2edad08d994cf1a8fc5ceb1401c6db,0.124,,,
13,2026-05-13,SH600015,-0.03674349561333656,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
14,2026-05-13,SH600018,0.056134212762117386,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
15,2026-05-13,SH600019,0.06779976189136505,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
16,2026-05-13,SH600023,0.05753059312701225,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
17,2026-05-13,SH600025,0.035157211124897,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
18,2026-05-13,SH600026,-0.007077804766595364,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
19,2026-05-13,SH600027,0.05259086564183235,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
20,2026-05-13,SH600028,-0.1616363823413849,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
21,2026-05-13,SH600029,-0.10192333906888962,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
22,2026-05-13,SH600030,0.04243216663599014,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
23,2026-05-13,SH600031,-0.10561153292655945,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
24,2026-05-13,SH600036,0.012628583237528801,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260513_15,e4ab2d978b0a48c0b849f3ea34dd5b8f,0.092,,,
