,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
0,2026-03-23,SH600674,SH600900,SH601006,SZ002459,SH600905,SZ300498,SH600886,SH601012,SH601998,SH600027,SH600023,SH601985,SH601838,SH601939,SZ001965,SZ300014,SZ003816,SH601166,SZ000983,SH601328,SH600036,SH600015,SH600104,SH600919,SH600011,SZ002074,SZ000999,SH601077,SH601919,SH601916,0.007869224064052105,0.014023185,0.43333333333333335,0.007002557397385438,1.0070025573973855,1.0140232,1.0070025573973855,0.0
