,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-03-30,SH600000,0.0038198125412365067,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260330_16,6af2f6a3be2f42449960269a11e78784,0.069,,,
1,2026-03-30,SH600015,0.0764395073056221,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
2,2026-03-30,SH600011,0.05479367822408676,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
3,2026-03-30,SH600010,0.07837230712175369,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
4,2026-03-30,SH600009,0.0010544960387051105,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
5,2026-03-30,SH600000,0.03548601269721985,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
6,2026-03-30,SZ302132,-0.0030873934738337994,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
7,2026-03-30,SZ301269,0.07025463879108429,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
8,2026-03-30,SZ301236,0.04403260722756386,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
9,2026-03-30,SZ300999,-0.0849444717168808,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
10,2026-03-30,SZ300979,0.00709507754072547,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
11,2026-03-30,SZ300896,0.015138667076826096,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
12,2026-03-30,SZ300866,-0.0199962817132473,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
13,2026-03-30,SZ300832,-0.06380507349967957,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
14,2026-03-30,SZ300803,-0.04530829191207886,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
15,2026-03-30,SZ300782,-0.04663823917508125,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
16,2026-03-30,SZ300760,-0.0024739846121519804,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
17,2026-03-30,SZ300759,-0.034611303359270096,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
18,2026-03-30,SH600016,0.08488892763853073,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
19,2026-03-30,SZ300750,-0.006865410134196281,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
20,2026-03-30,SH600018,0.08532804995775223,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
21,2026-03-30,SH600023,0.14042378962039948,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
22,2026-03-30,SH600111,0.0816076397895813,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
23,2026-03-30,SH600104,0.1265394687652588,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
24,2026-03-30,SH600089,0.03798796981573105,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
25,2026-03-30,SH600085,0.003965181764215231,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
26,2026-03-30,SH600066,0.06979407370090485,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
27,2026-03-30,SH600061,0.033789969980716705,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
28,2026-03-30,SH600050,0.050643496215343475,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
29,2026-03-30,SH600048,-0.039075784385204315,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
30,2026-03-30,SH600039,0.06688187271356583,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
31,2026-03-30,SH600036,0.09047570079565048,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
32,2026-03-30,SH600031,0.008889125660061836,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
33,2026-03-30,SH600030,-0.028523189947009087,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
34,2026-03-30,SH600029,0.13076737523078918,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
35,2026-03-30,SH600028,-0.055512815713882446,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
36,2026-03-30,SH600027,0.04882156848907471,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
37,2026-03-30,SH600026,-0.07932379841804504,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
38,2026-03-30,SH600025,0.16098953783512115,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
39,2026-03-30,SH600019,-0.038410767912864685,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
40,2026-03-30,SH600115,0.17565295100212097,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
41,2026-03-30,SZ300661,-0.059511780738830566,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
42,2026-03-30,SZ300502,-0.04058234393596649,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
43,2026-03-30,SZ002920,0.009052545763552189,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
44,2026-03-30,SZ002916,-0.011459410190582275,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
45,2026-03-30,SZ002736,-0.14020930230617523,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
46,2026-03-30,SZ002714,-0.02450249344110489,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
47,2026-03-30,SZ002709,-0.04595310613512993,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
48,2026-03-30,SZ002648,-0.07779409736394882,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
49,2026-03-30,SZ002625,0.024133937433362007,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
50,2026-03-30,SZ002601,0.04153285175561905,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
51,2026-03-30,SZ002600,0.019207274541258812,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
52,2026-03-30,SZ002594,0.0066942619159817696,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
53,2026-03-30,SZ002493,0.07494975626468658,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
54,2026-03-30,SZ002475,0.014626618474721909,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
55,2026-03-30,SZ002466,-0.06469928473234177,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
56,2026-03-30,SZ002463,-0.10410714894533157,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
57,2026-03-30,SZ002460,-0.07517512142658234,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
58,2026-03-30,SZ002459,-0.014892105013132095,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
59,2026-03-30,SZ002422,0.0017386642284691334,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
60,2026-03-30,SZ002938,-0.06392557919025421,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
61,2026-03-30,SZ300628,-0.024456167593598366,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
62,2026-03-30,SZ003816,0.07380477339029312,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
63,2026-03-30,SZ300015,0.01662898063659668,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
64,2026-03-30,SZ300498,0.0005065613659098744,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
65,2026-03-30,SZ300476,-0.06926222145557404,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
66,2026-03-30,SZ300442,,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
67,2026-03-30,SZ300433,0.0022421334870159626,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
68,2026-03-30,SZ300418,-0.02152545563876629,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
69,2026-03-30,SZ300413,0.009386690333485603,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
70,2026-03-30,SZ300408,-0.01140551082789898,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
71,2026-03-30,SZ300394,-0.2367604523897171,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
72,2026-03-30,SZ300347,-0.019665058702230453,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
73,2026-03-30,SZ300316,0.025062058120965958,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
74,2026-03-30,SZ300308,-0.07695324718952179,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
75,2026-03-30,SZ300274,-0.009505491703748703,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
76,2026-03-30,SZ300251,-0.0584833063185215,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
77,2026-03-30,SZ300124,0.026363437995314598,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
78,2026-03-30,SZ300122,-0.039365556091070175,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
79,2026-03-30,SZ300059,-0.015283572487533092,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
80,2026-03-30,SZ300033,-0.09868734329938889,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
81,2026-03-30,SZ300014,0.0006116451695561409,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
82,2026-03-30,SZ002415,0.003977648913860321,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,04b77bf227bd46d4b0a63af6d5093958,0.039,,,
83,2026-03-30,SH600150,-0.03669080138206482,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
84,2026-03-30,SH600161,-0.019373765215277672,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
85,2026-03-30,SH601058,0.07293635606765747,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
86,2026-03-30,SH601021,0.05408811196684837,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
87,2026-03-30,SH601018,0.11825226247310638,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
88,2026-03-30,SH601012,-0.0257963165640831,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
89,2026-03-30,SH601009,0.02804582379758358,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
90,2026-03-30,SH601006,0.07119860500097275,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
91,2026-03-30,SH600999,-0.026629986241459846,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
92,2026-03-30,SH600989,0.015456459484994411,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
93,2026-03-30,SH600958,-0.0020481031388044357,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
94,2026-03-30,SH600941,0.023212268948554993,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
95,2026-03-30,SH600938,-0.020972317084670067,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
96,2026-03-30,SH600930,-0.013334953226149082,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
97,2026-03-30,SH600926,0.07939063012599945,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
98,2026-03-30,SH600919,0.14942666888237,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
99,2026-03-30,SH600918,0.05292198807001114,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
100,2026-03-30,SH600905,0.09794330596923828,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
101,2026-03-30,SH600900,0.12839306890964508,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
102,2026-03-30,SH601059,0.0011311722919344902,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
103,2026-03-30,SH600893,0.02772829309105873,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
104,2026-03-30,SH601066,-0.031133107841014862,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
105,2026-03-30,SH601088,0.011735158041119576,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
106,2026-03-30,SH601318,-0.009572338312864304,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
107,2026-03-30,SH601298,0.02440907247364521,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
108,2026-03-30,SH601288,-0.04345184192061424,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
109,2026-03-30,SH601238,0.011048086918890476,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
110,2026-03-30,SH601236,0.03583238646388054,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
111,2026-03-30,SH601229,0.04964650049805641,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
112,2026-03-30,SH601225,-0.038308773189783096,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
113,2026-03-30,SH601211,0.02273753099143505,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
114,2026-03-30,SH601186,0.03547026216983795,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
115,2026-03-30,SH601169,0.09983448684215546,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
116,2026-03-30,SH601166,0.1514165997505188,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
117,2026-03-30,SH601138,-0.014254759065806866,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
118,2026-03-30,SH601136,0.02904600277543068,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
119,2026-03-30,SH601127,-0.043044138699769974,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
120,2026-03-30,SH601117,0.06014014407992363,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
121,2026-03-30,SH601111,0.08051659166812897,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
122,2026-03-30,SH601100,0.04920526593923569,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
123,2026-03-30,SH601077,0.054152071475982666,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
124,2026-03-30,SH600160,0.10122254490852356,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
125,2026-03-30,SH600887,0.11281577497720718,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
126,2026-03-30,SH600875,-0.07335657626390457,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
127,2026-03-30,SH600438,,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
128,2026-03-30,SH600436,-0.019010081887245178,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
129,2026-03-30,SH600426,0.030817648395895958,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
130,2026-03-30,SH600415,0.0250462144613266,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
131,2026-03-30,SH600406,-0.0010182939004153013,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
132,2026-03-30,SH600377,0.064269058406353,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
133,2026-03-30,SH600372,0.07015382498502731,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
134,2026-03-30,SH600362,0.1351006180047989,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
135,2026-03-30,SH600346,0.05005665123462677,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
136,2026-03-30,SH600309,0.0018534964183345437,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
137,2026-03-30,SH600276,-0.08121791481971741,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
138,2026-03-30,SH600233,0.03790845349431038,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
139,2026-03-30,SH600219,0.009854748845100403,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
140,2026-03-30,SH600196,-0.008304893039166927,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
141,2026-03-30,SH600188,-0.011246157810091972,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
142,2026-03-30,SH600183,-0.007665702607482672,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
143,2026-03-30,SH600176,-0.02374725043773651,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
144,2026-03-30,SH600460,0.02039865404367447,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
145,2026-03-30,SH600886,0.12359797954559326,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
146,2026-03-30,SH600482,-0.058070916682481766,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
147,2026-03-30,SH600515,0.06448967754840851,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260330_14,286bb6684e264567809e42018430d390,0.078,,,
