,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH603993,0.2891169685587466,0.8,0.029848456,0.2592685121759951,0.2592685121759951,SH603993,洛阳钼业,2026-03-23,2.5419784,2.699566
1,1,SH600115,0.2351503933137778,1.0,0.04827583,0.18687456495226656,0.18687456495226656,SH600115,中国东航,2026-03-23,0.50551486,0.5386085
2,2,SH600029,0.2198154164885558,1.0,0.025078416,0.1947370006178893,0.1947370006178893,SH600029,南方航空,2026-03-23,1.0824906,1.1194526
3,3,SZ002493,0.212937746741004,0.8,0.047277212,0.16566053459805966,0.16566053459805966,,,2026-03-23,0.6965378,0.74286246
4,4,SH600489,0.1892509247779575,0.7333333333333333,0.036145806,0.15310511846539646,0.15310511846539646,SH600489,中金黄金,2026-03-23,56.09476,60.05887
5,5,SH600482,0.1612944605703586,0.8666666666666667,0.03709352,0.12420094040586885,0.12420094040586885,SH600482,中国动力,2026-03-23,6.694558,7.171704
6,6,SH600875,0.1585097096546873,0.8,0.01889801,0.13961169940078105,0.13961169940078105,SH600875,东方电气,2026-03-23,7.3762074,7.8238845
7,7,SH600547,0.1555987320005022,0.7333333333333333,0.023015857,0.1325828752576433,0.1325828752576433,SH600547,山东黄金,2026-03-23,169.72508,179.55681
8,8,SH600219,0.1545303181049996,0.8,0.030585885,0.123944433057087,0.123944433057087,SH600219,南山铝业,2026-03-23,3.0599911,3.1951337
9,9,SH600176,0.1463443349594085,0.8,0.04721546,0.09912887322845146,0.09912887322845146,SH600176,中国巨石,2026-03-23,223.5861,236.73752
10,10,SZ000630,0.1449932969478068,0.7333333333333333,0.017169952,0.12782334455522867,0.12782334455522867,,,2026-03-23,21.662481,22.480906
11,11,SH600893,0.1431587463480598,0.8,0.03396368,0.10919506608072582,0.10919506608072582,SH600893,航发动力,2026-03-23,6.1916175,6.5153456
12,12,SH600362,0.1378711243041005,0.8,0.023162603,0.11470852092580461,0.11470852092580461,SH600362,江西铜业,2026-03-23,6.8641386,7.1224875
13,13,SZ300251,0.131881004676583,0.9333333333333332,0.01331377,0.11856723438239355,0.11856723438239355,,,2026-03-23,2.021057,2.0627706
14,14,SH601600,0.1316813898686404,0.6666666666666666,0.01866889,0.11301249986925074,0.11301249986925074,SH601600,中国铝业,2026-03-23,0.039203975,0.040667884
15,15,SH603799,0.130676543273793,0.6666666666666666,0.047932863,0.08274368003831936,0.08274368003831936,SH603799,华友钴业,2026-03-23,7.815544,8.227695
16,16,SZ000301,0.1154799467664717,0.7333333333333333,0.052437544,0.06304240289745315,0.06304240289745315,,,2026-03-23,0.33380944,0.35385066
17,17,SH600989,0.0974512345472663,0.8666666666666667,-0.032258034,0.1297092682997077,0.1297092682997077,SH600989,宝丰能源,2026-03-23,0.17503925,0.17055582
18,18,SH600346,0.0959064569939086,1.0,0.059615612,0.0362908449638793,0.0362908449638793,SH600346,恒力石化,2026-03-23,7.3830547,7.9540467
19,19,SH600522,0.0955068659439094,0.6666666666666666,0.060157776,0.035349090065003155,0.035349090065003155,SH600522,中天科技,2026-03-23,14.420416,15.431633
20,20,SH600010,0.0929168027036006,0.7333333333333333,0.027988553,0.06492824965642043,0.06492824965642043,SH600010,包钢股份,2026-03-23,4.3222265,4.460856
21,21,SZ002384,0.0875990821928177,0.9333333333333332,0.006414771,0.08118431111280061,0.08118431111280061,,,2026-03-23,1.2772944,1.3662657
22,22,SZ000338,0.0873750949651308,0.8,0.03415823,0.053216865137249936,0.053216865137249936,,,2026-03-23,3.0919573,3.3383985
23,23,SH600111,0.0871054664309323,0.6666666666666666,0.0500592,0.03704626709774138,0.03704626709774138,SH600111,北方稀土,2026-03-23,93.21309,97.878654
24,24,SH601111,0.0866805322116225,1.0,0.04073584,0.045944691414198185,0.045944691414198185,SH601111,中国国航,2026-03-23,1.1107891,1.1595289
25,25,SH601021,0.0859641672608185,0.8666666666666667,0.043176293,0.04278787388771059,0.04278787388771059,SH601021,春秋航空,2026-03-23,0.29098943,0.3051388
26,26,SH688396,0.0779875704186321,0.7333333333333333,0.017136693,0.060850877417838636,0.060850877417838636,SH688396,华润微,2026-03-23,0.026459988,0.026994757
27,27,SH601899,0.0766621111263249,0.6666666666666666,0.032244325,0.044417786442181834,0.044417786442181834,SH601899,紫金矿业,2026-03-23,0.78736806,0.8308066
28,28,SH600026,0.0725026399467424,0.6,-0.02082485,0.0933274895523027,0.0933274895523027,SH600026,中远海能,2026-03-23,4.7040854,4.9409637
29,29,SZ002601,0.0695302280703711,0.4666666666666667,0.010423899,0.05910632937347168,0.05910632937347168,,,2026-03-23,0.22743414,0.23428507
30,30,SH600515,0.0655935028935972,0.8666666666666667,0.013468027,0.05212547577872903,0.05212547577872903,SH600515,海南机场,2026-03-23,0.22725359,0.23087037
31,31,SZ300394,0.065471302358193,0.6666666666666666,0.064912796,0.0005585063376851856,0.0005585063376851856,,,2026-03-23,30.939041,34.335308
32,32,SH601100,0.0619865566029187,0.5333333333333333,0.0263443,0.03564225728651245,0.03564225728651245,SH601100,恒立液压,2026-03-23,2.0976632,2.180894
33,33,SH601868,0.0598798820177588,0.8666666666666667,0.020289779,0.039590103308347176,0.039590103308347176,SH601868,中国能建,2026-03-23,0.47984275,0.50669444
34,34,SH688169,0.0591293410253824,0.8,0.014284253,0.044845087904960036,0.044845087904960036,SH688169,石头科技,2026-03-23,0.007843616,0.007975958
