,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH601166,0.0594944299697692,1.0,-0.0037822723,0.06327670230863638,0.06327670230863638,SH601166,兴业银行,2026-04-08,1.28417,1.2875733
1,1,SH600887,0.0593385843670782,0.9333333333333332,0.00076186657,0.05857671779755916,0.05857671779755916,SH600887,伊利股份,2026-04-08,74.78157,75.81168
2,2,SH601998,0.0559577135352555,1.0,-0.0035461187,0.05950383227152259,0.05950383227152259,SH601998,中信银行,2026-04-08,0.26875255,0.2701085
3,3,SH601816,0.0545263717796041,0.8666666666666667,-0.00927639,0.06380276185528769,0.06380276185528769,SH601816,京沪高铁,2026-04-08,0.12702805,0.1272133
4,4,SH600919,0.0461303835482704,1.0,-0.0027655363,0.04889591985655897,0.04889591985655897,SH600919,江苏银行,2026-04-08,0.37084776,0.37222722
5,5,SH601169,0.044939547191086,0.9333333333333332,-0.0018790364,0.04681858361763019,0.04681858361763019,SH601169,北京银行,2026-04-08,0.25492352,0.2563258
6,6,SH601607,0.0446112425928019,0.7333333333333333,0.0041099787,0.040501263916959615,0.040501263916959615,SH601607,上海医药,2026-04-08,1.1081196,1.1185254
7,7,SZ000001,0.043718842028491,1.0,-0.0008970499,0.04461589193236063,0.04461589193236063,,,2026-04-08,1.2807089,1.2841803
8,8,SH600926,0.0433069661922066,0.6666666666666666,0.001334548,0.041972418195685604,0.041972418195685604,SH600926,杭州银行,2026-04-08,0.27486268,0.27607793
9,9,SH600600,0.0417049910561275,0.8666666666666667,-0.002578199,0.044283189965887024,0.044283189965887024,SH600600,青岛啤酒,2026-04-08,2.7087848,2.715607
10,10,SZ000538,0.0410536549701421,0.8666666666666667,-0.0032669902,0.044320645154926036,0.044320645154926036,,,2026-04-08,73.43208,73.60531
11,11,SH601838,0.0383838285769136,0.8,0.010216594,0.028167234834542997,0.028167234834542997,SH601838,成都银行,2026-04-08,0.34231025,0.3479147
12,12,SH601668,0.0377308499321526,0.8,0.0016977787,0.036033071230370375,0.036033071230370375,SH601668,中国建筑,2026-04-08,0.65611887,0.659668
13,13,SH600036,0.0358162098019492,0.8666666666666667,-0.0012966394,0.03711284924439305,0.03711284924439305,SH600036,招商银行,2026-04-08,14.520418,14.564129
14,14,SZ000651,0.035164580591937,0.8,0.0005362034,0.034628377207537586,0.034628377207537586,,,2026-04-08,464.14987,465.64258
15,15,SH601988,0.0342555575024868,0.8,-0.0068027377,0.04105829521534691,0.04105829521534691,SH601988,中国银行,2026-04-08,2.6438937,2.6404548
16,16,SH600018,0.0334594278634223,0.8666666666666667,-0.002361238,0.0358206658661994,0.0358206658661994,SH600018,上港集团,2026-04-08,0.9968979,1.0001451
17,17,SH601328,0.0319031320066742,0.8,-0.005913973,0.037817104861288454,0.037817104861288454,SH601328,交通银行,2026-04-08,0.27629575,0.27625903
18,18,SH601633,0.0317183619612726,0.7333333333333333,0.027497292,0.0042210703963311905,0.0042210703963311905,SH601633,长城汽车,2026-04-08,2.323972,2.3967652
19,19,SH601658,0.0289134847696024,0.8,-0.004385948,0.03329943295075474,0.03329943295075474,SH601658,邮储银行,2026-04-08,0.29613024,0.29648072
20,20,SH601728,0.0272839614039332,0.8666666666666667,0.008620739,0.0186632224207789,0.0186632224207789,SH601728,中国电信,2026-04-08,0.22606021,0.22956371
21,21,SH600941,0.0271010938231191,0.6666666666666666,0.0038807392,0.023220354611082968,0.023220354611082968,SH600941,中国移动,2026-04-08,0.04097835,0.04122639
22,22,SZ002352,0.0269863055560814,0.7333333333333333,-0.0048072934,0.03179359897115098,0.03179359897115098,,,2026-04-08,0.5129054,0.51480716
23,23,SH601077,0.0241487290256243,0.5333333333333333,0.015325785,0.00882294434239676,0.00882294434239676,SH601077,渝农商行,2026-04-08,0.17364143,0.17654535
24,24,SZ000895,0.0236489517903134,0.8666666666666667,0.008300185,0.015348766586761153,0.015348766586761153,,,2026-04-08,64.18861,64.86035
25,25,SH601006,0.023226153553659,0.6666666666666666,0.0058522224,0.017373931111032047,0.017373931111032047,SH601006,大秦铁路,2026-04-08,1.1862284,1.1955239
26,26,SH600741,0.0229094219554701,0.5333333333333333,-0.0043817163,0.027291138206843393,0.027291138206843393,SH600741,华域汽车,2026-04-08,26.406532,26.521898
27,27,SH601939,0.0225635064442877,0.9333333333333332,-0.0034587383,0.026022244771314068,0.026022244771314068,SH601939,建设银行,2026-04-08,0.7913267,0.7901202
28,28,SH600015,0.0214338037084972,0.9333333333333332,-0.008162379,0.029596182973328743,0.029596182973328743,SH600015,华夏银行,2026-04-08,5.4909596,5.4988422
29,29,SZ000858,0.0201052931075532,0.6,-0.0051655173,0.025270810437722876,0.025270810437722876,,,2026-04-08,19.638643,19.70564
30,30,SH601825,0.0196342803083613,0.9333333333333332,0.017514586,0.002119693859691865,0.002119693859691865,SH601825,沪农商行,2026-04-08,0.13890006,0.14268956
31,31,SH603288,0.0187246561918355,0.6666666666666666,0.004869342,0.01385531434155474,0.01385531434155474,SH603288,海天味业,2026-04-08,0.71983945,0.7312232
32,32,SH601229,0.0176408520927924,0.8666666666666667,-0.0030420423,0.020682894348194012,0.020682894348194012,SH601229,上海银行,2026-04-08,0.20755883,0.20845382
33,33,SZ000333,0.0167038995857967,0.6666666666666666,-0.0014365315,0.01814043112952839,0.01814043112952839,,,2026-04-08,1.3643317,1.3682569
34,34,SH601009,0.0166875576962224,0.6666666666666666,-0.009975672,0.026663229464410878,0.026663229464410878,SH601009,南京银行,2026-04-08,1.546539,1.5577854
35,35,SH600900,0.0160890949484431,0.6666666666666666,0.00029981136,0.015789283585222885,0.015789283585222885,SH600900,长江电力,2026-04-08,9.933554,9.973382
36,36,SH601919,0.0157025432946092,0.6666666666666666,0.0,0.0157025432946092,0.0157025432946092,SH601919,中远海控,2026-04-08,0.32452938,0.3287995
37,37,SH601916,0.0148349889736282,0.5333333333333333,0.0,0.0148349889736282,0.0148349889736282,SH601916,浙商银行,2026-04-08,0.23025782,0.2318084
38,38,SH601818,0.0123972248938753,0.7333333333333333,0.0,0.0123972248938753,0.0123972248938753,SH601818,光大银行,2026-04-08,1.0224688,1.0288793
39,39,SH600660,0.0110174059349648,0.5333333333333333,-0.0046798587,0.015697264619504596,0.015697264619504596,SH600660,福耀玻璃,2026-04-08,205.39893,206.04039
40,40,SH600918,0.0098871020933909,0.6666666666666666,0.016155124,-0.006268021617241425,0.006268021617241425,SH600918,中泰证券,2026-04-08,0.16065556,0.16665837
41,41,SH600061,0.008849099472087,0.5333333333333333,0.022265434,-0.013416334793049718,0.013416334793049718,SH600061,国投资本,2026-04-08,5.1896167,5.413072
42,42,SH601766,0.0083458706320898,0.6666666666666666,0.018784404,-0.010438533168874555,0.010438533168874555,SH601766,中国中车,2026-04-08,1.1134495,1.1426837
43,43,SH601059,0.0076853473624467,0.6666666666666666,0.01731348,-0.009628133014750566,0.009628133014750566,SH601059,信达证券,2026-04-08,0.120188035,0.1242036
44,44,SH601398,0.0069692098398038,0.8,-0.002732277,0.009701486756307706,0.009701486756307706,SH601398,工商银行,2026-04-08,4.24669,4.2524514
45,45,SZ002142,0.0069302263362435,0.6,0.004984498,0.001945728312256684,0.001945728312256684,,,2026-04-08,0.37379166,0.37714544
46,46,SH600085,0.0055376153004892,0.4666666666666667,0.006174922,-0.0006373066889517184,0.0006373066889517184,SH600085,同仁堂,2026-04-08,6.8148756,6.8916397
47,47,SH600585,0.004322095676026,0.3333333333333333,-0.00092953444,0.0052516301112982165,0.0052516301112982165,SH600585,海螺水泥,2026-04-08,20.438082,20.623577
48,48,SH600104,0.0030685652985402,0.7333333333333333,0.009280205,-0.006211639474409019,0.006211639474409019,SH600104,上汽集团,2026-04-08,8.675197,8.792897
49,49,SH600519,0.0029537660289563,0.6666666666666666,-0.0044717193,0.007425485293940431,0.007425485293940431,SH600519,贵州茅台,2026-04-08,82.439705,82.395584
50,50,SH603259,0.0020683997457345,0.6666666666666666,0.0013320446,0.0007363551442940704,0.0007363551442940704,SH603259,药明康德,2026-04-08,0.7111466,0.72101074
51,51,SH601186,0.0019721334791121,0.6666666666666666,0.0029183626,-0.0009462291383805759,0.0009462291383805759,SH601186,中国铁建,2026-04-08,0.11190448,0.112718225
52,52,SH600039,0.0014505746841835,0.3333333333333333,0.0,0.0014505746841835,0.0014505746841835,SH600039,四川路桥,2026-04-08,23.805399,24.033081
