,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH600919,0.0721329652602129,0.8,-0.0065933466,0.07872631185597706,0.07872631185597706,SH600919,江苏银行,2026-04-01,0.37336913,0.37393528
1,1,SH601169,0.0662359905785738,0.8,-0.011070192,0.07730618243877277,0.07730618243877277,SH601169,北京银行,2026-04-01,0.2595911,0.25997844
2,2,SH601166,0.0656182125278657,0.8666666666666667,-0.011166573,0.07678478509866649,0.07678478509866649,SH601166,兴业银行,2026-04-01,1.3049206,1.306155
3,3,SZ000001,0.0646049188742698,0.8,-0.013311684,0.07791660300589212,0.07791660300589212,,,2026-04-01,1.300326,1.3014745
4,4,SH601658,0.0621580588556316,0.8,-0.011347532,0.07350559112797048,0.07350559112797048,SH601658,邮储银行,2026-04-01,0.30487567,0.30502096
5,5,SH600887,0.0611902440186575,0.8,-0.0045387745,0.06572901850901394,0.06572901850901394,SH600887,伊利股份,2026-04-01,75.66888,75.669106
6,6,SH600036,0.0595769140911049,0.8666666666666667,-0.009078264,0.0686551783275551,0.0686551783275551,SH600036,招商银行,2026-04-01,14.705177,14.726659
7,7,SH601328,0.0593777248071201,1.0,-0.014522791,0.07390051571593358,0.07390051571593358,SH601328,交通银行,2026-04-01,0.28639948,0.28656003
8,8,SH601838,0.0574542567763071,0.9333333333333332,-0.009361088,0.06681534505221652,0.06681534505221652,SH601838,成都银行,2026-04-01,0.34371898,0.34363353
9,9,SH601668,0.0571070254738473,0.8,-0.0058626533,0.06296967872930995,0.06296967872930995,SH601668,中国建筑,2026-04-01,0.66468257,0.66481847
10,10,SH601009,0.055152478032107,0.8,-0.012482822,0.06763529997348273,0.06763529997348273,SH601009,南京银行,2026-04-01,1.5845996,1.5857384
11,11,SH601816,0.0545255496293946,0.9333333333333332,-0.012681186,0.06720673582858283,0.06720673582858283,SH601816,京沪高铁,2026-04-01,0.13010079,0.13010766
12,12,SH601229,0.0529885248019504,0.8666666666666667,-0.010179579,0.06316810405991549,0.06316810405991549,SH601229,上海银行,2026-04-01,0.21430197,0.21447055
13,13,SH601006,0.0512198331628407,0.9333333333333332,-0.024130583,0.07535041597228895,0.07535041597228895,SH601006,大秦铁路,2026-04-01,1.2224092,1.2253547
14,14,SH600015,0.0504280703350127,0.9333333333333332,-0.0118585825,0.06228665283165576,0.06228665283165576,SH600015,华夏银行,2026-04-01,5.617817,5.6121054
15,15,SH600926,0.0495538231865191,0.8,0.0024887323,0.04706509084856744,0.04706509084856744,SH600926,杭州银行,2026-04-01,0.2702234,0.27253157
16,16,SH601607,0.0490224004539035,0.6666666666666666,-0.0011430979,0.05016549833140594,0.05016549833140594,SH601607,上海医药,2026-04-01,1.123738,1.1263565
17,17,SH601988,0.0484175795919506,0.8666666666666667,-0.020195425,0.06861300414868278,0.06861300414868278,SH601988,中国银行,2026-04-01,2.7615435,2.7708788
18,18,SH601939,0.0467186111864678,0.8,-0.018828511,0.06554712242456595,0.06554712242456595,SH601939,建设银行,2026-04-01,0.8175504,0.81492496
19,19,SZ000538,0.0461538432514553,0.8,-0.005634904,0.05178874715923118,0.05178874715923118,,,2026-04-01,75.67164,76.23152
20,20,SZ000895,0.0456949738354829,0.8,-0.025826931,0.07152190483523876,0.07152190483523876,,,2026-04-01,66.36656,66.459496
21,21,SH600018,0.0447885410858287,0.8,-0.011641383,0.05642992425691024,0.05642992425691024,SH600018,上港集团,2026-04-01,1.0112166,1.0115638
22,22,SH600023,0.0445256222365435,0.7333333333333333,-0.01814884,0.06267446171026786,0.06267446171026786,SH600023,浙能电力,2026-04-01,0.27950248,0.28000975
23,23,SH601998,0.0441199595566328,0.9333333333333332,-0.0110529065,0.055172866069846914,0.055172866069846914,SH601998,中信银行,2026-04-01,0.27308974,0.27325004
24,24,SZ000651,0.0431627345201828,0.8666666666666667,-0.010039687,0.05320242167686005,0.05320242167686005,,,2026-04-01,470.7416,471.4878
25,25,SH600918,0.0427517913683772,0.8,-0.00967741,0.05242920149410962,0.05242920149410962,SH600918,中泰证券,2026-04-01,0.16090643,0.16154802
26,26,SH600104,0.042651924278328,0.8,-0.016100585,0.05875250973899084,0.05875250973899084,SH600104,上汽集团,2026-04-01,8.85468,8.866553
27,27,SH600900,0.0415535666913557,0.8,-0.011522353,0.05307591938682079,0.05307591938682079,SH600900,长江电力,2026-04-01,10.166775,10.162084
28,28,SH601916,0.0388741230845712,0.7333333333333333,-0.0024331212,0.04130724428894742,0.04130724428894742,SH601916,浙商银行,2026-04-01,0.23025782,0.2314663
29,29,SZ002415,0.0386682745976905,0.8,-0.004267633,0.04293590755896369,0.04293590755896369,,,2026-04-01,2.5690799,2.5902524
30,30,SH601077,0.0366646667828242,0.8666666666666667,-0.01821673,0.054881395946947735,0.054881395946947735,SH601077,渝农商行,2026-04-01,0.17355067,0.17376241
31,31,SH601825,0.0364668842780675,1.0,-0.011409998,0.047876882218130974,0.047876882218130974,SH601825,沪农商行,2026-04-01,0.1421608,0.14229564
32,32,SH601186,0.0354276144421757,0.7333333333333333,-0.00875479,0.04418240427142985,0.04418240427142985,SH601186,中国铁建,2026-04-01,0.11190448,0.11203191
33,33,SH600600,0.035419122410676,0.8,-0.013774633,0.04919375581826877,0.04919375581826877,SH600600,青岛啤酒,2026-04-01,2.7716897,2.7962518
34,34,SH600016,0.0353440439758572,0.8,-0.007971585,0.04331562877276272,0.04331562877276272,SH600016,民生银行,2026-04-01,14.701154,14.701365
35,35,SH603195,0.0348236502545433,0.8,-0.013425648,0.04824929846697616,0.04824929846697616,SH603195,公牛集团,2026-04-01,0.06666296,0.0668476
36,36,SZ002142,0.0345837050404331,0.7333333333333333,-0.013182402,0.04776610669753759,0.04776610669753759,,,2026-04-01,0.37820715,0.37879276
37,37,SZ000333,0.0343098822622578,0.7333333333333333,-0.013199151,0.047509032824544176,0.047509032824544176,,,2026-04-01,1.3795236,1.3791229
38,38,SH600061,0.0341890846286662,0.6,-0.033042252,0.06723133669241742,0.06723133669241742,SH600061,国投资本,2026-04-01,5.3277125,5.328278
39,39,SH601390,0.0331032829572511,0.6,-0.027522922,0.06062620451944593,0.06062620451944593,SH601390,中国中铁,2026-04-01,0.166264,0.16706227
40,40,SH601456,0.0286035631044183,0.7333333333333333,-0.0031983256,0.031801888738420984,0.031801888738420984,SH601456,国联民生,2026-04-01,0.259857,0.2610698
41,41,SH601398,0.0283178228679333,1.0,-0.017322838,0.0456406611743603,0.0456406611743603,SH601398,工商银行,2026-04-01,4.420972,4.424201
42,42,SZ000858,0.0269689357409294,0.6666666666666666,-0.014378905,0.041347841037255084,0.041347841037255084,,,2026-04-01,20.098066,20.09241
43,43,SH601766,0.0246851204853027,0.8666666666666667,-0.009793222,0.034478342435833705,0.034478342435833705,SH601766,中国中车,2026-04-01,1.1316843,1.1311728
44,44,SH600519,0.0237190838466221,0.7333333333333333,8.2850456e-05,0.023636233390384308,0.023636233390384308,SH600519,贵州茅台,2026-04-01,82.40517,82.974236
45,45,SZ002352,0.0224716646186018,0.6666666666666666,-0.013913035,0.03638470001136303,0.03638470001136303,,,2026-04-01,0.52124864,0.52287084
46,46,SH600019,0.0223662737861478,0.6,-0.005895674,0.02826194801481601,0.02826194801481601,SH600019,宝钢股份,2026-04-01,2.0356202,2.0400758
47,47,SH600161,0.0215400252742547,0.5333333333333333,-0.02753222,0.049072245161034485,0.049072245161034485,SH600161,天坛生物,2026-04-01,6.5480604,6.561059
48,48,SH601818,0.0215025700848783,0.6666666666666666,0.0,0.0215025700848783,0.0215025700848783,SH601818,光大银行,2026-04-01,1.0224688,1.0256741
49,49,SH600886,0.0213180434185017,0.4666666666666667,-0.021193206,0.04251124972877392,0.04251124972877392,SH600886,国投电力,2026-04-01,27.882393,27.863157
50,50,SH600999,0.0194398625647163,0.6,-0.0063897967,0.0258296592985725,0.0258296592985725,SH600999,招商证券,2026-04-01,0.06705369,0.067353606
51,51,SZ002252,0.0176738729374291,0.6666666666666666,-0.022040248,0.03971412085460439,0.03971412085460439,,,2026-04-01,8.503518,8.488996
52,52,SH601059,0.0162751457055909,0.5333333333333333,-0.0035992265,0.019874372180352862,0.019874372180352862,SH601059,信达证券,2026-04-01,0.119621284,0.120213754
53,53,SH600941,0.0158109912745133,0.7333333333333333,-0.002744794,0.01855578516642004,0.01855578516642004,SH600941,中国移动,2026-04-01,0.040817834,0.040913213
54,54,SZ001965,0.014707503691037,0.4666666666666667,-0.08440089,0.09910839594872743,0.09910839594872743,,,2026-04-01,0.13509226,0.13154748
55,55,SZ000166,0.0137501600396263,0.5333333333333333,-0.0067751408,0.0205253008019554,0.0205253008019554,,,2026-04-01,0.030204436,0.030312357
56,56,SZ300498,0.0130439356270668,0.6,-0.02968663,0.04273056539925308,0.04273056539925308,,,2026-04-01,0.025736552,0.025586484
57,57,SH600905,0.0130391101528488,0.4666666666666667,-0.022573352,0.03561246201289518,0.03561246201289518,SH600905,三峡能源,2026-04-01,0.32173955,0.3210545
58,58,SH601985,0.0122720612810841,0.5333333333333333,-0.02256316,0.034835220746873896,0.034835220746873896,SH601985,中国核电,2026-04-01,0.57215685,0.57109445
59,59,SZ002422,0.011993114416653,0.6666666666666666,-0.02009058,0.03208369440322527,0.03208369440322527,,,2026-04-01,0.23646979,0.23405898
60,60,SH600660,0.0118461216529636,0.4666666666666667,-0.0042859316,0.01613205324018284,0.01613205324018284,SH600660,福耀玻璃,2026-04-01,207.74977,208.248
61,61,SH601238,0.0117834774018225,0.4666666666666667,-0.009309471,0.021092948055356435,0.021092948055356435,SH601238,广汽集团,2026-04-01,0.27493623,0.2763672
62,62,SZ002371,0.011200727639542,0.2,-0.026370823,0.037571551022873295,0.037571551022873295,,,2026-04-01,5.24728,5.2784176
63,63,SZ000876,0.0100802314018687,0.4666666666666667,-0.01199019,0.02207042095417583,0.02207042095417583,,,2026-04-01,10.578827,10.6042
64,64,SH601995,0.0090680509006366,0.6666666666666666,-0.0071985126,0.016266563454805302,0.016266563454805302,SH601995,中金公司,2026-04-01,0.024145573,0.02424517
65,65,SH601618,0.0079946580479669,0.6,-0.018041193,0.02603585153322691,0.02603585153322691,SH601618,中国中冶,2026-04-01,0.104537785,0.104257554
66,66,SH603288,0.0070686845324095,0.5333333333333333,-0.01256609,0.019634774162536454,0.019634774162536454,SH603288,海天味业,2026-04-01,0.7385637,0.7371452
67,67,SH601878,0.0066109641791903,0.4666666666666667,-0.018043697,0.024654661059530875,0.024654661059530875,SH601878,浙商证券,2026-04-01,0.078721814,0.07894316
68,68,SZ001391,0.0055484520190664,0.2666666666666666,-0.015009344,0.02055779564318139,0.02055779564318139,,,2026-04-01,0.062209196,0.062227156
69,69,SZ000725,0.0053438042059888,0.4666666666666667,-0.0051306486,0.010474452818964874,0.010474452818964874,,,2026-04-01,0.22445352,0.22555947
70,70,SZ002179,0.0048607088704776,0.4666666666666667,-0.0051037073,0.009964416184015197,0.009964416184015197,,,2026-04-01,3.6159694,3.642117
71,71,SH600377,0.0043935496678595,0.6,-0.023213089,0.027606638180280155,0.027606638180280155,SH600377,宁沪高速,2026-04-01,2.872607,2.8688574
72,72,SH600741,0.0001396405076518,0.4666666666666667,-0.0040169954,0.004156635937644476,0.004156635937644476,SH600741,华域汽车,2026-04-01,25.597572,25.815765
